 Part Instance     Node ID  Attached elements           S, S22
    PART-1-1          43               42      93.6128E-03
    PART-1-1          43               43      93.6128E-03
    PART-1-1          44               43      93.5935E-03
    PART-1-1          44               44      93.5935E-03
    PART-1-1          45               44       93.577E-03
    PART-1-1          45               45       93.577E-03
    PART-1-1          46               45      93.5634E-03
    PART-1-1          46               46      93.5634E-03
    PART-1-1          47               46      93.5523E-03
    PART-1-1          47               47      93.5523E-03
    PART-1-1          48               47      93.5439E-03
    PART-1-1          48               48      93.5439E-03
    PART-1-1          49               48      93.5378E-03
    PART-1-1          49               49      93.5378E-03
    PART-1-1          50               49      93.5342E-03
    PART-1-1          50               50      93.5342E-03
    PART-1-1          51               50       93.533E-03
    PART-1-1          51               51       93.533E-03
    PART-1-1          52               51      93.5342E-03
    PART-1-1          52               52      93.5342E-03
    PART-1-1          53               52      93.5378E-03
    PART-1-1          53               53      93.5378E-03
    PART-1-1          54               53      93.5439E-03
    PART-1-1          54               54      93.5439E-03
    PART-1-1          55               54      93.5523E-03
    PART-1-1          55               55      93.5523E-03
    PART-1-1          56               55      93.5634E-03
    PART-1-1          56               56      93.5634E-03
    PART-1-1          57               56       93.577E-03
    PART-1-1          57               57       93.577E-03
    PART-1-1          58               57      93.5935E-03
    PART-1-1          58               58      93.5935E-03
    PART-1-1          59               58      93.6128E-03
    PART-1-1          59               59      93.6128E-03
    PART-1-1          60               59      93.6352E-03
    PART-1-1          60               60      93.6352E-03
    PART-1-1          61               60      93.6606E-03
    PART-1-1          61               61      93.6606E-03
    PART-1-1          62               61      93.6897E-03
    PART-1-1          62               62      93.6897E-03
    PART-1-1          63               62      93.7222E-03
    PART-1-1          63               63      93.7222E-03
    PART-1-1          64               63       93.759E-03
    PART-1-1          64               64       93.759E-03
    PART-1-1          65               64      93.7998E-03
    PART-1-1          65               65      93.7998E-03
    PART-1-1          66               65      93.8455E-03
    PART-1-1          66               66      93.8455E-03
    PART-1-1          67               66      93.8961E-03
    PART-1-1          67               67      93.8961E-03
    PART-1-1          68               67      93.9525E-03
    PART-1-1          68               68      93.9525E-03
    PART-1-1          69               68      94.0148E-03
    PART-1-1          69               69      94.0148E-03
    PART-1-1          70               69      94.0842E-03
    PART-1-1          70               70      94.0842E-03
    PART-1-1          71               70      94.1607E-03
    PART-1-1          71               71      94.1607E-03
    PART-1-1          72               71      94.2461E-03
    PART-1-1          72               72      94.2461E-03
    PART-1-1          73               72      94.3403E-03
    PART-1-1          73               73      94.3403E-03
    PART-1-1          74               73      94.4455E-03
    PART-1-1          74               74      94.4455E-03
    PART-1-1          75               74      94.5619E-03
    PART-1-1          75               75      94.5619E-03
    PART-1-1          76               75      94.6922E-03
    PART-1-1          76               76      94.6922E-03
    PART-1-1          77               76      94.8367E-03
    PART-1-1          77               77      94.8367E-03
    PART-1-1          78               77      94.9992E-03
    PART-1-1          78               78      94.9992E-03
    PART-1-1          79               78      95.1801E-03
    PART-1-1          79               79      95.1801E-03
    PART-1-1          80               79      95.3845E-03
    PART-1-1          80               80      95.3845E-03
    PART-1-1          81               80      95.6133E-03
    PART-1-1          81               81      95.6133E-03
    PART-1-1          82               81      95.8735E-03
    PART-1-1          82               82      95.8735E-03
    PART-1-1          83               82      96.1664E-03
    PART-1-1          83               83      96.1664E-03
    PART-1-1          84               83      96.5023E-03
    PART-1-1          84               84      96.5023E-03
    PART-1-1          85               84      96.8833E-03
    PART-1-1          85               85      96.8833E-03
    PART-1-1          86               85       97.325E-03
    PART-1-1          86               86       97.325E-03
    PART-1-1          87               86      97.8306E-03
    PART-1-1          87               87      97.8306E-03
    PART-1-1          88               87      98.4251E-03
    PART-1-1          88               88      98.4251E-03
    PART-1-1          89               88      99.1135E-03
    PART-1-1          89               89      99.1135E-03
    PART-1-1          90               89      99.9388E-03
    PART-1-1          90               90      99.9388E-03
    PART-1-1          91               90      100.909E-03
    PART-1-1          91               91      100.909E-03
    PART-1-1          92               91      102.106E-03
    PART-1-1          92               92      102.106E-03
    PART-1-1          93               92      103.542E-03
    PART-1-1          93               93      103.542E-03
    PART-1-1          94               93      105.392E-03
    PART-1-1          94               94      105.392E-03
    PART-1-1          95               94       107.68E-03
    PART-1-1          95               95       107.68E-03
    PART-1-1          96               95      110.864E-03
    PART-1-1          96               96      110.864E-03
    PART-1-1          97               96      114.985E-03
    PART-1-1          97               97      114.985E-03
    PART-1-1          98               97      121.796E-03
    PART-1-1          98               98      121.796E-03
    PART-1-1          99               98      131.318E-03
    PART-1-1          99               99      131.318E-03
    PART-1-1         100               99      160.809E-03
    PART-1-1         100              100      160.809E-03
    PART-1-1         101              100      185.478E-03
    PART-1-1         102                1       166.62E-03
    PART-1-1         102              101       166.62E-03
    PART-1-1         103                1      154.108E-03
    PART-1-1         103                2      154.108E-03
    PART-1-1         103              101      154.108E-03
    PART-1-1         103              102      154.108E-03
    PART-1-1         104                2      133.644E-03
    PART-1-1         104                3      133.644E-03
    PART-1-1         104              102      133.644E-03
    PART-1-1         104              103      133.644E-03
    PART-1-1         105                3       122.36E-03
    PART-1-1         105                4       122.36E-03
    PART-1-1         105              103       122.36E-03
    PART-1-1         105              104       122.36E-03
    PART-1-1         106                4      116.082E-03
    PART-1-1         106                5      116.082E-03
    PART-1-1         106              104      116.082E-03
    PART-1-1         106              105      116.082E-03
    PART-1-1         107                5      111.517E-03
    PART-1-1         107                6      111.517E-03
    PART-1-1         107              105      111.517E-03
    PART-1-1         107              106      111.517E-03
    PART-1-1         108                6      108.393E-03
    PART-1-1         108                7      108.393E-03
    PART-1-1         108              106      108.393E-03
    PART-1-1         108              107      108.393E-03
    PART-1-1         109                7      105.934E-03
    PART-1-1         109                8      105.934E-03
    PART-1-1         109              107      105.934E-03
    PART-1-1         109              108      105.934E-03
    PART-1-1         110                8       104.08E-03
    PART-1-1         110                9       104.08E-03
    PART-1-1         110              108       104.08E-03
    PART-1-1         110              109       104.08E-03
    PART-1-1         111                9      102.559E-03
    PART-1-1         111               10      102.559E-03
    PART-1-1         111              109      102.559E-03
    PART-1-1         111              110      102.559E-03
    PART-1-1         112               10      101.349E-03
    PART-1-1         112               11      101.349E-03
    PART-1-1         112              110      101.349E-03
    PART-1-1         112              111      101.349E-03
    PART-1-1         113               11      100.329E-03
    PART-1-1         113               12      100.329E-03
    PART-1-1         113              111      100.329E-03
    PART-1-1         113              112      100.329E-03
    PART-1-1         114               12      99.4897E-03
    PART-1-1         114               13      99.4897E-03
    PART-1-1         114              112      99.4897E-03
    PART-1-1         114              113      99.4897E-03
    PART-1-1         115               13      98.7699E-03
    PART-1-1         115               14      98.7699E-03
    PART-1-1         115              113      98.7699E-03
    PART-1-1         115              114      98.7699E-03
    PART-1-1         116               14       98.163E-03
    PART-1-1         116               15       98.163E-03
    PART-1-1         116              114       98.163E-03
    PART-1-1         116              115       98.163E-03
    PART-1-1         117               15      97.6357E-03
    PART-1-1         117               16      97.6357E-03
    PART-1-1         117              115      97.6357E-03
    PART-1-1         117              116      97.6357E-03
    PART-1-1         118               16      97.1836E-03
    PART-1-1         118               17      97.1836E-03
    PART-1-1         118              116      97.1836E-03
    PART-1-1         118              117      97.1836E-03
    PART-1-1         119               17      96.7866E-03
    PART-1-1         119               18      96.7866E-03
    PART-1-1         119              117      96.7866E-03
    PART-1-1         119              118      96.7866E-03
    PART-1-1         120               18       96.442E-03
    PART-1-1         120               19       96.442E-03
    PART-1-1         120              118       96.442E-03
    PART-1-1         120              119       96.442E-03
    PART-1-1         121               19      96.1369E-03
    PART-1-1         121               20      96.1369E-03
    PART-1-1         121              119      96.1369E-03
    PART-1-1         121              120      96.1369E-03
    PART-1-1         122               20      95.8693E-03
    PART-1-1         122               21      95.8693E-03
    PART-1-1         122              120      95.8693E-03
    PART-1-1         122              121      95.8693E-03
    PART-1-1         123               21       95.631E-03
    PART-1-1         123               22       95.631E-03
    PART-1-1         123              121       95.631E-03
    PART-1-1         123              122       95.631E-03
    PART-1-1         124               22      95.4203E-03
    PART-1-1         124               23      95.4203E-03
    PART-1-1         124              122      95.4203E-03
    PART-1-1         124              123      95.4203E-03
    PART-1-1         125               23      95.2316E-03
    PART-1-1         125               24      95.2316E-03
    PART-1-1         125              123      95.2316E-03
    PART-1-1         125              124      95.2316E-03
    PART-1-1         126               24      95.0639E-03
    PART-1-1         126               25      95.0639E-03
    PART-1-1         126              124      95.0639E-03
    PART-1-1         126              125      95.0639E-03
    PART-1-1         127               25      94.9129E-03
    PART-1-1         127               26      94.9129E-03
    PART-1-1         127              125      94.9129E-03
    PART-1-1         127              126      94.9129E-03
    PART-1-1         128               26      94.7781E-03
    PART-1-1         128               27      94.7781E-03
    PART-1-1         128              126      94.7781E-03
    PART-1-1         128              127      94.7781E-03
    PART-1-1         129               27      94.6565E-03
    PART-1-1         129               28      94.6565E-03
    PART-1-1         129              127      94.6565E-03
    PART-1-1         129              128      94.6565E-03
    PART-1-1         130               28      94.5474E-03
    PART-1-1         130               29      94.5474E-03
    PART-1-1         130              128      94.5474E-03
    PART-1-1         130              129      94.5474E-03
    PART-1-1         131               29      94.4488E-03
    PART-1-1         131               30      94.4488E-03
    PART-1-1         131              129      94.4488E-03
    PART-1-1         131              130      94.4488E-03
    PART-1-1         132               30      94.3601E-03
    PART-1-1         132               31      94.3601E-03
    PART-1-1         132              130      94.3601E-03
    PART-1-1         132              131      94.3601E-03
    PART-1-1         133               31      94.2798E-03
    PART-1-1         133               32      94.2798E-03
    PART-1-1         133              131      94.2798E-03
    PART-1-1         133              132      94.2798E-03
    PART-1-1         134               32      94.2076E-03
    PART-1-1         134               33      94.2076E-03
    PART-1-1         134              132      94.2076E-03
    PART-1-1         134              133      94.2076E-03
    PART-1-1         135               33      94.1422E-03
    PART-1-1         135               34      94.1422E-03
    PART-1-1         135              133      94.1422E-03
    PART-1-1         135              134      94.1422E-03
    PART-1-1         136               34      94.0833E-03
    PART-1-1         136               35      94.0833E-03
    PART-1-1         136              134      94.0833E-03
    PART-1-1         136              135      94.0833E-03
    PART-1-1         137               35      94.0301E-03
    PART-1-1         137               36      94.0301E-03
    PART-1-1         137              135      94.0301E-03
    PART-1-1         137              136      94.0301E-03
    PART-1-1         138               36      93.9824E-03
    PART-1-1         138               37      93.9824E-03
    PART-1-1         138              136      93.9824E-03
    PART-1-1         138              137      93.9824E-03
    PART-1-1         139               37      93.9394E-03
    PART-1-1         139               38      93.9394E-03
    PART-1-1         139              137      93.9394E-03
    PART-1-1         139              138      93.9394E-03
    PART-1-1         140               38       93.901E-03
    PART-1-1         140               39       93.901E-03
    PART-1-1         140              138       93.901E-03
    PART-1-1         140              139       93.901E-03
    PART-1-1         141               39      93.8666E-03
    PART-1-1         141               40      93.8666E-03
    PART-1-1         141              139      93.8666E-03
    PART-1-1         141              140      93.8666E-03
    PART-1-1         142               40      93.8362E-03
    PART-1-1         142               41      93.8362E-03
    PART-1-1         142              140      93.8362E-03
    PART-1-1         142              141      93.8362E-03
    PART-1-1         143               41      93.8093E-03
    PART-1-1         143               42      93.8093E-03
    PART-1-1         143              141      93.8093E-03
    PART-1-1         143              142      93.8093E-03
    PART-1-1         144               42      93.7858E-03
    PART-1-1         144               43      93.7858E-03
    PART-1-1         144              142      93.7858E-03
    PART-1-1         144              143      93.7858E-03
    PART-1-1         145               43      93.7654E-03
    PART-1-1         145               44      93.7654E-03
    PART-1-1         145              143      93.7654E-03
    PART-1-1         145              144      93.7654E-03
    PART-1-1         146               44      93.7482E-03
    PART-1-1         146               45      93.7482E-03
    PART-1-1         146              144      93.7482E-03
    PART-1-1         146              145      93.7482E-03
    PART-1-1         147               45      93.7337E-03
    PART-1-1         147               46      93.7337E-03
    PART-1-1         147              145      93.7337E-03
    PART-1-1         147              146      93.7337E-03
    PART-1-1         148               46      93.7221E-03
    PART-1-1         148               47      93.7221E-03
    PART-1-1         148              146      93.7221E-03
    PART-1-1         148              147      93.7221E-03
    PART-1-1         149               47      93.7131E-03
    PART-1-1         149               48      93.7131E-03
    PART-1-1         149              147      93.7131E-03
    PART-1-1         149              148      93.7131E-03
    PART-1-1         150               48      93.7067E-03
    PART-1-1         150               49      93.7067E-03
    PART-1-1         150              148      93.7067E-03
    PART-1-1         150              149      93.7067E-03
    PART-1-1         151               49      93.7029E-03
    PART-1-1         151               50      93.7029E-03
    PART-1-1         151              149      93.7029E-03
    PART-1-1         151              150      93.7029E-03
    PART-1-1         152               50      93.7017E-03
    PART-1-1         152               51      93.7017E-03
    PART-1-1         152              150      93.7017E-03
    PART-1-1         152              151      93.7017E-03
    PART-1-1         153               51      93.7029E-03
    PART-1-1         153               52      93.7029E-03
    PART-1-1         153              151      93.7029E-03
    PART-1-1         153              152      93.7029E-03
    PART-1-1         154               52      93.7067E-03
    PART-1-1         154               53      93.7067E-03
    PART-1-1         154              152      93.7067E-03
    PART-1-1         154              153      93.7067E-03
    PART-1-1         155               53      93.7131E-03
    PART-1-1         155               54      93.7131E-03
    PART-1-1         155              153      93.7131E-03
    PART-1-1         155              154      93.7131E-03
    PART-1-1         156               54      93.7221E-03
    PART-1-1         156               55      93.7221E-03
    PART-1-1         156              154      93.7221E-03
    PART-1-1         156              155      93.7221E-03
    PART-1-1         157               55      93.7337E-03
    PART-1-1         157               56      93.7337E-03
    PART-1-1         157              155      93.7337E-03
    PART-1-1         157              156      93.7337E-03
    PART-1-1         158               56      93.7482E-03
    PART-1-1         158               57      93.7482E-03
    PART-1-1         158              156      93.7482E-03
    PART-1-1         158              157      93.7482E-03
    PART-1-1         159               57      93.7654E-03
    PART-1-1         159               58      93.7654E-03
    PART-1-1         159              157      93.7654E-03
    PART-1-1         159              158      93.7654E-03
    PART-1-1         160               58      93.7858E-03
    PART-1-1         160               59      93.7858E-03
    PART-1-1         160              158      93.7858E-03
    PART-1-1         160              159      93.7858E-03
    PART-1-1         161               59      93.8093E-03
    PART-1-1         161               60      93.8093E-03
    PART-1-1         161              159      93.8093E-03
    PART-1-1         161              160      93.8093E-03
    PART-1-1         162               60      93.8362E-03
    PART-1-1         162               61      93.8362E-03
    PART-1-1         162              160      93.8362E-03
    PART-1-1         162              161      93.8362E-03
    PART-1-1         163               61      93.8666E-03
    PART-1-1         163               62      93.8666E-03
    PART-1-1         163              161      93.8666E-03
    PART-1-1         163              162      93.8666E-03
    PART-1-1         164               62       93.901E-03
    PART-1-1         164               63       93.901E-03
    PART-1-1         164              162       93.901E-03
    PART-1-1         164              163       93.901E-03
    PART-1-1         165               63      93.9394E-03
    PART-1-1         165               64      93.9394E-03
    PART-1-1         165              163      93.9394E-03
    PART-1-1         165              164      93.9394E-03
    PART-1-1         166               64      93.9824E-03
    PART-1-1         166               65      93.9824E-03
    PART-1-1         166              164      93.9824E-03
    PART-1-1         166              165      93.9824E-03
    PART-1-1         167               65      94.0301E-03
    PART-1-1         167               66      94.0301E-03
    PART-1-1         167              165      94.0301E-03
    PART-1-1         167              166      94.0301E-03
    PART-1-1         168               66      94.0833E-03
    PART-1-1         168               67      94.0833E-03
    PART-1-1         168              166      94.0833E-03
    PART-1-1         168              167      94.0833E-03
    PART-1-1         169               67      94.1422E-03
    PART-1-1         169               68      94.1422E-03
    PART-1-1         169              167      94.1422E-03
    PART-1-1         169              168      94.1422E-03
    PART-1-1         170               68      94.2076E-03
    PART-1-1         170               69      94.2076E-03
    PART-1-1         170              168      94.2076E-03
    PART-1-1         170              169      94.2076E-03
    PART-1-1         171               69      94.2798E-03
    PART-1-1         171               70      94.2798E-03
    PART-1-1         171              169      94.2798E-03
    PART-1-1         171              170      94.2798E-03
    PART-1-1         172               70      94.3601E-03
    PART-1-1         172               71      94.3601E-03
    PART-1-1         172              170      94.3601E-03
    PART-1-1         172              171      94.3601E-03
    PART-1-1         173               71      94.4488E-03
    PART-1-1         173               72      94.4488E-03
    PART-1-1         173              171      94.4488E-03
    PART-1-1         173              172      94.4488E-03
    PART-1-1         174               72      94.5474E-03
    PART-1-1         174               73      94.5474E-03
    PART-1-1         174              172      94.5474E-03
    PART-1-1         174              173      94.5474E-03
    PART-1-1         175               73      94.6565E-03
    PART-1-1         175               74      94.6565E-03
    PART-1-1         175              173      94.6565E-03
    PART-1-1         175              174      94.6565E-03
    PART-1-1         176               74      94.7781E-03
    PART-1-1         176               75      94.7781E-03
    PART-1-1         176              174      94.7781E-03
    PART-1-1         176              175      94.7781E-03
    PART-1-1         177               75      94.9129E-03
    PART-1-1         177               76      94.9129E-03
    PART-1-1         177              175      94.9129E-03
    PART-1-1         177              176      94.9129E-03
    PART-1-1         178               76      95.0639E-03
    PART-1-1         178               77      95.0639E-03
    PART-1-1         178              176      95.0639E-03
    PART-1-1         178              177      95.0639E-03
    PART-1-1         179               77      95.2316E-03
    PART-1-1         179               78      95.2316E-03
    PART-1-1         179              177      95.2316E-03
    PART-1-1         179              178      95.2316E-03
    PART-1-1         180               78      95.4203E-03
    PART-1-1         180               79      95.4203E-03
    PART-1-1         180              178      95.4203E-03
    PART-1-1         180              179      95.4203E-03
    PART-1-1         181               79       95.631E-03
    PART-1-1         181               80       95.631E-03
    PART-1-1         181              179       95.631E-03
    PART-1-1         181              180       95.631E-03
    PART-1-1         182               80      95.8693E-03
    PART-1-1         182               81      95.8693E-03
    PART-1-1         182              180      95.8693E-03
    PART-1-1         182              181      95.8693E-03
    PART-1-1         183               81      96.1369E-03
    PART-1-1         183               82      96.1369E-03
    PART-1-1         183              181      96.1369E-03
    PART-1-1         183              182      96.1369E-03
    PART-1-1         184               82       96.442E-03
    PART-1-1         184               83       96.442E-03
    PART-1-1         184              182       96.442E-03
    PART-1-1         184              183       96.442E-03
    PART-1-1         185               83      96.7866E-03
    PART-1-1         185               84      96.7866E-03
    PART-1-1         185              183      96.7866E-03
    PART-1-1         185              184      96.7866E-03
    PART-1-1         186               84      97.1836E-03
    PART-1-1         186               85      97.1836E-03
    PART-1-1         186              184      97.1836E-03
    PART-1-1         186              185      97.1836E-03
    PART-1-1         187               85      97.6357E-03
    PART-1-1         187               86      97.6357E-03
    PART-1-1         187              185      97.6357E-03
    PART-1-1         187              186      97.6357E-03
    PART-1-1         188               86       98.163E-03
    PART-1-1         188               87       98.163E-03
    PART-1-1         188              186       98.163E-03
    PART-1-1         188              187       98.163E-03
    PART-1-1         189               87      98.7699E-03
    PART-1-1         189               88      98.7699E-03
    PART-1-1         189              187      98.7699E-03
    PART-1-1         189              188      98.7699E-03
    PART-1-1         190               88      99.4897E-03
    PART-1-1         190               89      99.4897E-03
    PART-1-1         190              188      99.4897E-03
    PART-1-1         190              189      99.4897E-03
    PART-1-1         191               89      100.329E-03
    PART-1-1         191               90      100.329E-03
    PART-1-1         191              189      100.329E-03
    PART-1-1         191              190      100.329E-03
    PART-1-1         192               90      101.349E-03
    PART-1-1         192               91      101.349E-03
    PART-1-1         192              190      101.349E-03
    PART-1-1         192              191      101.349E-03
    PART-1-1         193               91      102.559E-03
    PART-1-1         193               92      102.559E-03
    PART-1-1         193              191      102.559E-03
    PART-1-1         193              192      102.559E-03
    PART-1-1         194               92       104.08E-03
    PART-1-1         194               93       104.08E-03
    PART-1-1         194              192       104.08E-03
    PART-1-1         194              193       104.08E-03
    PART-1-1         195               93      105.934E-03
    PART-1-1         195               94      105.934E-03
    PART-1-1         195              193      105.934E-03
    PART-1-1         195              194      105.934E-03
    PART-1-1         196               94      108.393E-03
    PART-1-1         196               95      108.393E-03
    PART-1-1         196              194      108.393E-03
    PART-1-1         196              195      108.393E-03
    PART-1-1         197               95      111.517E-03
    PART-1-1         197               96      111.517E-03
    PART-1-1         197              195      111.517E-03
    PART-1-1         197              196      111.517E-03
    PART-1-1         198               96      116.082E-03
    PART-1-1         198               97      116.082E-03
    PART-1-1         198              196      116.082E-03
    PART-1-1         198              197      116.082E-03
    PART-1-1         199               97       122.36E-03
    PART-1-1         199               98       122.36E-03
    PART-1-1         199              197       122.36E-03
    PART-1-1         199              198       122.36E-03
    PART-1-1         200               98      133.644E-03
    PART-1-1         200               99      133.644E-03
    PART-1-1         200              198      133.644E-03
    PART-1-1         200              199      133.644E-03
    PART-1-1         201               99      154.108E-03
    PART-1-1         201              100      154.108E-03
    PART-1-1         201              199      154.108E-03
    PART-1-1         201              200      154.108E-03
    PART-1-1         202              100       166.62E-03
    PART-1-1         202              200       166.62E-03
    PART-1-1         203              101      140.445E-03
    PART-1-1         203              201      140.445E-03
    PART-1-1         204              101      140.263E-03
    PART-1-1         204              102      140.263E-03
    PART-1-1         204              201      140.263E-03
    PART-1-1         204              202      140.263E-03
    PART-1-1         205              102      133.763E-03
    PART-1-1         205              103      133.763E-03
    PART-1-1         205              202      133.763E-03
    PART-1-1         205              203      133.763E-03
    PART-1-1         206              103      123.697E-03
    PART-1-1         206              104      123.697E-03
    PART-1-1         206              203      123.697E-03
    PART-1-1         206              204      123.697E-03
    PART-1-1         207              104      117.436E-03
    PART-1-1         207              105      117.436E-03
    PART-1-1         207              204      117.436E-03
    PART-1-1         207              205      117.436E-03
    PART-1-1         208              105      112.925E-03
    PART-1-1         208              106      112.925E-03
    PART-1-1         208              205      112.925E-03
    PART-1-1         208              206      112.925E-03
    PART-1-1         209              106      109.584E-03
    PART-1-1         209              107      109.584E-03
    PART-1-1         209              206      109.584E-03
    PART-1-1         209              207      109.584E-03
    PART-1-1         210              107       107.07E-03
    PART-1-1         210              108       107.07E-03
    PART-1-1         210              207       107.07E-03
    PART-1-1         210              208       107.07E-03
    PART-1-1         211              108      105.072E-03
    PART-1-1         211              109      105.072E-03
    PART-1-1         211              208      105.072E-03
    PART-1-1         211              209      105.072E-03
    PART-1-1         212              109      103.495E-03
    PART-1-1         212              110      103.495E-03
    PART-1-1         212              209      103.495E-03
    PART-1-1         212              210      103.495E-03
    PART-1-1         213              110      102.192E-03
    PART-1-1         213              111      102.192E-03
    PART-1-1         213              210      102.192E-03
    PART-1-1         213              211      102.192E-03
    PART-1-1         214              111      101.127E-03
    PART-1-1         214              112      101.127E-03
    PART-1-1         214              211      101.127E-03
    PART-1-1         214              212      101.127E-03
    PART-1-1         215              112      100.226E-03
    PART-1-1         215              113      100.226E-03
    PART-1-1         215              212      100.226E-03
    PART-1-1         215              213      100.226E-03
    PART-1-1         216              113      99.4705E-03
    PART-1-1         216              114      99.4705E-03
    PART-1-1         216              213      99.4705E-03
    PART-1-1         216              214      99.4705E-03
    PART-1-1         217              114      98.8197E-03
    PART-1-1         217              115      98.8197E-03
    PART-1-1         217              214      98.8197E-03
    PART-1-1         217              215      98.8197E-03
    PART-1-1         218              115      98.2644E-03
    PART-1-1         218              116      98.2644E-03
    PART-1-1         218              215      98.2644E-03
    PART-1-1         218              216      98.2644E-03
    PART-1-1         219              116      97.7797E-03
    PART-1-1         219              117      97.7797E-03
    PART-1-1         219              216      97.7797E-03
    PART-1-1         219              217      97.7797E-03
    PART-1-1         220              117      97.3603E-03
    PART-1-1         220              118      97.3603E-03
    PART-1-1         220              217      97.3603E-03
    PART-1-1         220              218      97.3603E-03
    PART-1-1         221              118      96.9905E-03
    PART-1-1         221              119      96.9905E-03
    PART-1-1         221              218      96.9905E-03
    PART-1-1         221              219      96.9905E-03
    PART-1-1         222              119      96.6671E-03
    PART-1-1         222              120      96.6671E-03
    PART-1-1         222              219      96.6671E-03
    PART-1-1         222              220      96.6671E-03
    PART-1-1         223              120      96.3798E-03
    PART-1-1         223              121      96.3798E-03
    PART-1-1         223              220      96.3798E-03
    PART-1-1         223              221      96.3798E-03
    PART-1-1         224              121      96.1263E-03
    PART-1-1         224              122      96.1263E-03
    PART-1-1         224              221      96.1263E-03
    PART-1-1         224              222      96.1263E-03
    PART-1-1         225              122      95.8997E-03
    PART-1-1         225              123      95.8997E-03
    PART-1-1         225              222      95.8997E-03
    PART-1-1         225              223      95.8997E-03
    PART-1-1         226              123      95.6983E-03
    PART-1-1         226              124      95.6983E-03
    PART-1-1         226              223      95.6983E-03
    PART-1-1         226              224      95.6983E-03
    PART-1-1         227              124      95.5174E-03
    PART-1-1         227              125      95.5174E-03
    PART-1-1         227              224      95.5174E-03
    PART-1-1         227              225      95.5174E-03
    PART-1-1         228              125      95.3558E-03
    PART-1-1         228              126      95.3558E-03
    PART-1-1         228              225      95.3558E-03
    PART-1-1         228              226      95.3558E-03
    PART-1-1         229              126      95.2101E-03
    PART-1-1         229              127      95.2101E-03
    PART-1-1         229              226      95.2101E-03
    PART-1-1         229              227      95.2101E-03
    PART-1-1         230              127      95.0794E-03
    PART-1-1         230              128      95.0794E-03
